year,ELY centre,species,Number of enterprises,Area total (ha),Young population not yet yielding any crop (ha),Crop yielding population (ha),High tunnel cultivation (ha),Yield (1 000 kg),Yield (kg/ha)
2017,Uusimaa,Brussels sprout,3,..,..,..,..,1,1917
2017,Uusimaa,Sprouting broccoli,19,..,..,..,..,147,5399
2017,Uusimaa,Kohlrabi,5,..,..,..,..,2,3425
2017,Uusimaa,Chinese cabbage,1,..,..,..,..,..,..
2017,Uusimaa,Carrot,12,..,..,..,..,255,32301
2017,Uusimaa,Red beet,19,..,..,..,..,31,4922
2017,Uusimaa,Swede,9,..,..,..,..,153,26873
2017,Uusimaa,Turnip,5,..,..,..,..,48,13365
2017,Uusimaa,Celeriac,3,..,..,..,..,1,6385
2017,Uusimaa,Parsnip,7,..,..,..,..,8,10428
2017,Uusimaa,Leek,5,..,..,..,..,1,1383
2017,Uusimaa,Gherkin,6,..,..,..,..,4,3345
2017,Uusimaa,Pumpkin,12,..,..,..,..,10,7689
2017,Uusimaa,Courgette,10,..,..,..,..,43,10871
2017,Uusimaa,Lettuces,7,..,..,..,..,159,11826
2017,Uusimaa,Celery,2,..,..,..,..,..,..
2017,Uusimaa,Spinach,4,..,..,..,..,1,1947
2017,Uusimaa,Rhubarb,7,..,..,..,..,6,8032
2017,Uusimaa,Dill,25,..,..,..,..,34,1112
2017,Uusimaa,Parsley,6,..,..,..,..,1,1523
2017,Uusimaa,Garlic,11,..,..,..,..,1,921
2017,Uusimaa,Sweet corn,3,..,..,..,..,6,3061
2017,Uusimaa,Asparagus,3,..,..,..,..,0,75
2017,Uusimaa,Strawberry,64,..,..,242,..,859,3544
2017,Uusimaa,Black and green currant,27,..,..,32,..,26,805
2017,Uusimaa,Red currant,6,..,..,1,..,1,751
2017,Uusimaa,White currant,1,..,..,..,..,..,..
2017,Uusimaa,Raspberry,25,..,..,11,..,23,2067
2017,Uusimaa,Gooseberry,2,..,..,..,..,..,..
2017,Uusimaa,Highbush blueberry,9,..,..,4,..,5,1208
2017,Uusimaa,Sea buckthorn,2,..,..,..,..,..,..
2017,Uusimaa,Chokeberry (Aronia spp.),2,..,..,..,..,..,..
2017,Uusimaa,Apple,37,..,3,93,..,432,4642
2017,Southwest Finland,Garden pea,259,..,..,..,..,2050,1365
2017,Southwest Finland,Bean,22,..,..,..,..,58,1577
2017,Southwest Finland,White cabbage,25,..,..,..,..,956,27902
2017,Southwest Finland,Savoy cabbage,..,..,..,..,..,..,..
2017,Southwest Finland,Red cabbage,4,..,..,..,..,77,23394
2017,Southwest Finland,Cauliflover,19,..,..,..,..,490,11271
2017,Southwest Finland,Brussels sprout,7,..,..,..,..,5,661
2017,Southwest Finland,Sprouting broccoli,19,..,..,..,..,142,3871
2017,Southwest Finland,Kohlrabi,8,..,..,..,..,184,27881
2017,Southwest Finland,Chinese cabbage,4,..,..,..,..,5,4435
2017,Southwest Finland,Carrot,80,..,..,..,..,20938,34833
2017,Southwest Finland,Red beet,34,..,..,..,..,2497,34819
2017,Southwest Finland,Swede,25,..,..,..,..,5934,33804
2017,Southwest Finland,Turnip,12,..,..,..,..,372,17089
2017,Southwest Finland,Celeriac,7,..,..,..,..,346,16555
2017,Southwest Finland,Parsnip,21,..,..,..,..,497,11215
2017,Southwest Finland,Leek,8,..,..,..,..,317,20203
2017,Southwest Finland,Gherkin,52,..,..,..,..,5932,48586
2017,Southwest Finland,Pumpkin,16,..,..,..,..,104,9128
2017,Southwest Finland,Courgette,26,..,..,..,..,1171,30655
2017,Southwest Finland,Lettuces,9,..,..,..,..,315,14499
2017,Southwest Finland,Celery,5,..,..,..,..,66,9590
2017,Southwest Finland,Spinach,2,..,..,..,..,..,..
2017,Southwest Finland,Rhubarb,10,..,..,..,..,100,16436
2017,Southwest Finland,Dill,51,..,..,..,..,123,2498
2017,Southwest Finland,Parsley,8,..,..,..,..,4,1993
2017,Southwest Finland,Garlic,27,..,..,..,..,57,2040
2017,Southwest Finland,Sweet corn,15,..,..,..,..,65,5244
2017,Southwest Finland,Asparagus,6,..,..,..,..,4,582
2017,Southwest Finland,Strawberry,163,..,..,655,..,2283,3487
2017,Southwest Finland,Black and green currant,32,..,..,31,..,33,1072
2017,Southwest Finland,Red currant,5,..,..,1,..,2,1669
2017,Southwest Finland,White currant,2,..,..,..,..,..,..
2017,Southwest Finland,Raspberry,63,..,..,54,..,96,1784
2017,Southwest Finland,Gooseberry,7,..,..,2,..,1,926
2017,Southwest Finland,Highbush blueberry,32,..,..,20,..,53,2665
2017,Southwest Finland,Sea buckthorn,17,..,..,5,..,7,1266
2017,Southwest Finland,Chokeberry (Aronia spp.),3,..,..,0,..,1,1806
2017,Southwest Finland,Apple,61,..,20,140,..,978,6978
2017,Satakunta,Garden pea,114,..,..,..,..,3592,3849
2017,Satakunta,Bean,1,..,..,..,..,..,..
2017,Satakunta,White cabbage,23,..,..,..,..,5988,44378
2017,Satakunta,Savoy cabbage,2,..,..,..,..,..,..
2017,Satakunta,Red cabbage,5,..,..,..,..,407,38037
2017,Satakunta,Cauliflover,15,..,..,..,..,395,9956
2017,Satakunta,Brussels sprout,..,..,..,..,..,..,..
2017,Satakunta,Sprouting broccoli,10,..,..,..,..,157,6127
2017,Satakunta,Kohlrabi,..,..,..,..,..,..,..
2017,Satakunta,Chinese cabbage,1,..,..,..,..,..,..
2017,Satakunta,Carrot,45,..,..,..,..,12084,31417
2017,Satakunta,Red beet,24,..,..,..,..,6256,24604
2017,Satakunta,Swede,24,..,..,..,..,4813,41715
2017,Satakunta,Turnip,5,..,..,..,..,117,16939
2017,Satakunta,Celeriac,3,..,..,..,..,181,29527
2017,Satakunta,Parsnip,8,..,..,..,..,904,19383
2017,Satakunta,Leek,3,..,..,..,..,56,18792
2017,Satakunta,Gherkin,12,..,..,..,..,1195,33663
2017,Satakunta,Pumpkin,2,..,..,..,..,..,..
2017,Satakunta,Courgette,4,..,..,..,..,78,23917
2017,Satakunta,Lettuces,1,..,..,..,..,..,..
2017,Satakunta,Celery,..,..,..,..,..,..,..
2017,Satakunta,Spinach,6,..,..,..,..,1017,20765
2017,Satakunta,Rhubarb,..,..,..,..,..,..,..
2017,Satakunta,Dill,10,..,..,..,..,4,632
2017,Satakunta,Parsley,2,..,..,..,..,..,..
2017,Satakunta,Garlic,8,..,..,..,..,3,2022
2017,Satakunta,Sweet corn,6,..,..,..,..,3,1754
2017,Satakunta,Asparagus,3,..,..,..,..,0,240
2017,Satakunta,Strawberry,55,..,..,190,..,633,3339
2017,Satakunta,Black and green currant,15,..,..,9,..,8,898
2017,Satakunta,Red currant,4,..,..,1,..,3,2493
2017,Satakunta,White currant,..,..,..,..,..,..,..
2017,Satakunta,Raspberry,28,..,..,18,..,32,1804
2017,Satakunta,Gooseberry,3,..,..,4,..,8,2113
2017,Satakunta,Highbush blueberry,7,..,..,2,..,3,1687
2017,Satakunta,Sea buckthorn,8,..,..,4,..,5,1039
2017,Satakunta,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2017,Satakunta,Apple,7,..,0,4,..,14,3848
2017,Häme,Garden pea,85,..,..,..,..,260,879
2017,Häme,Bean,6,..,..,..,..,1,1960
2017,Häme,White cabbage,7,..,..,..,..,272,19111
2017,Häme,Savoy cabbage,1,..,..,..,..,..,..
2017,Häme,Red cabbage,2,..,..,..,..,..,..
2017,Häme,Cauliflover,6,..,..,..,..,16,4241
2017,Häme,Brussels sprout,2,..,..,..,..,..,..
2017,Häme,Sprouting broccoli,8,..,..,..,..,47,5626
2017,Häme,Kohlrabi,1,..,..,..,..,..,..
2017,Häme,Chinese cabbage,2,..,..,..,..,..,..
2017,Häme,Carrot,31,..,..,..,..,18316,46017
2017,Häme,Red beet,19,..,..,..,..,834,20557
2017,Häme,Swede,10,..,..,..,..,206,17802
2017,Häme,Turnip,6,..,..,..,..,44,5279
2017,Häme,Celeriac,2,..,..,..,..,..,..
2017,Häme,Parsnip,13,..,..,..,..,54,5998
2017,Häme,Leek,5,..,..,..,..,7,12141
2017,Häme,Gherkin,6,..,..,..,..,11,14148
2017,Häme,Pumpkin,5,..,..,..,..,2,6115
2017,Häme,Courgette,6,..,..,..,..,49,17974
2017,Häme,Lettuces,7,..,..,..,..,19,4984
2017,Häme,Celery,3,..,..,..,..,15,26030
2017,Häme,Spinach,..,..,..,..,..,..,..
2017,Häme,Rhubarb,3,..,..,..,..,1,1817
2017,Häme,Dill,13,..,..,..,..,4,532
2017,Häme,Parsley,3,..,..,..,..,0,1206
2017,Häme,Garlic,5,..,..,..,..,0,1030
2017,Häme,Sweet corn,6,..,..,..,..,2,2022
2017,Häme,Asparagus,3,..,..,..,..,1,1106
2017,Häme,Strawberry,83,..,..,399,..,1448,3631
2017,Häme,Black and green currant,40,..,..,32,..,29,926
2017,Häme,Red currant,15,..,..,9,..,18,1933
2017,Häme,White currant,3,..,..,3,..,6,2206
2017,Häme,Raspberry,43,..,..,40,..,190,4738
2017,Häme,Gooseberry,2,..,..,..,..,..,..
2017,Häme,Highbush blueberry,17,..,..,8,..,20,2690
2017,Häme,Sea buckthorn,8,..,..,2,..,2,776
2017,Häme,Chokeberry (Aronia spp.),4,..,..,2,..,1,486
2017,Häme,Apple,19,..,5,20,..,151,7523
2017,Pirkanmaa,Garden pea,27,..,..,..,..,16,800
2017,Pirkanmaa,Bean,1,..,..,..,..,..,..
2017,Pirkanmaa,White cabbage,14,..,..,..,..,961,38374
2017,Pirkanmaa,Savoy cabbage,..,..,..,..,..,..,..
2017,Pirkanmaa,Red cabbage,1,..,..,..,..,..,..
2017,Pirkanmaa,Cauliflover,5,..,..,..,..,32,2350
2017,Pirkanmaa,Brussels sprout,2,..,..,..,..,..,..
2017,Pirkanmaa,Sprouting broccoli,6,..,..,..,..,74,3546
2017,Pirkanmaa,Kohlrabi,1,..,..,..,..,..,..
2017,Pirkanmaa,Chinese cabbage,..,..,..,..,..,..,..
2017,Pirkanmaa,Carrot,9,..,..,..,..,15,10537
2017,Pirkanmaa,Red beet,2,..,..,..,..,..,..
2017,Pirkanmaa,Swede,5,..,..,..,..,5,11329
2017,Pirkanmaa,Turnip,..,..,..,..,..,..,..
2017,Pirkanmaa,Celeriac,..,..,..,..,..,..,..
2017,Pirkanmaa,Parsnip,..,..,..,..,..,..,..
2017,Pirkanmaa,Leek,1,..,..,..,..,..,..
2017,Pirkanmaa,Gherkin,4,..,..,..,..,3,2653
2017,Pirkanmaa,Pumpkin,3,..,..,..,..,1,4957
2017,Pirkanmaa,Courgette,6,..,..,..,..,2,1851
2017,Pirkanmaa,Lettuces,6,..,..,..,..,455,9631
2017,Pirkanmaa,Celery,..,..,..,..,..,..,..
2017,Pirkanmaa,Spinach,3,..,..,..,..,8,3014
2017,Pirkanmaa,Rhubarb,3,..,..,..,..,0,1284
2017,Pirkanmaa,Dill,3,..,..,..,..,0,815
2017,Pirkanmaa,Parsley,1,..,..,..,..,..,..
2017,Pirkanmaa,Garlic,1,..,..,..,..,..,..
2017,Pirkanmaa,Sweet corn,2,..,..,..,..,..,..
2017,Pirkanmaa,Asparagus,1,..,..,..,..,..,..
2017,Pirkanmaa,Strawberry,58,..,..,123,..,438,3567
2017,Pirkanmaa,Black and green currant,27,..,..,58,..,30,513
2017,Pirkanmaa,Red currant,9,..,..,3,..,31,9052
2017,Pirkanmaa,White currant,3,..,..,0,..,0,238
2017,Pirkanmaa,Raspberry,26,..,..,19,..,59,3048
2017,Pirkanmaa,Gooseberry,4,..,..,0,..,0,733
2017,Pirkanmaa,Highbush blueberry,10,..,..,6,..,6,973
2017,Pirkanmaa,Sea buckthorn,5,..,..,3,..,3,1046
2017,Pirkanmaa,Chokeberry (Aronia spp.),2,..,..,..,..,..,..
2017,Pirkanmaa,Apple,14,..,4,11,..,16,1496
2017,Southeast Finland,Garden pea,36,..,..,..,..,49,820
2017,Southeast Finland,Bean,5,..,..,..,..,0,1594
2017,Southeast Finland,White cabbage,15,..,..,..,..,489,28347
2017,Southeast Finland,Savoy cabbage,1,..,..,..,..,..,..
2017,Southeast Finland,Red cabbage,3,..,..,..,..,29,18685
2017,Southeast Finland,Cauliflover,11,..,..,..,..,57,7102
2017,Southeast Finland,Brussels sprout,..,..,..,..,..,..,..
2017,Southeast Finland,Sprouting broccoli,10,..,..,..,..,15,2841
2017,Southeast Finland,Kohlrabi,7,..,..,..,..,3,5126
2017,Southeast Finland,Chinese cabbage,1,..,..,..,..,..,..
2017,Southeast Finland,Carrot,21,..,..,..,..,442,20164
2017,Southeast Finland,Red beet,14,..,..,..,..,50,12613
2017,Southeast Finland,Swede,11,..,..,..,..,79,20952
2017,Southeast Finland,Turnip,4,..,..,..,..,54,30000
2017,Southeast Finland,Celeriac,2,..,..,..,..,..,..
2017,Southeast Finland,Parsnip,7,..,..,..,..,40,12059
2017,Southeast Finland,Leek,6,..,..,..,..,3,9145
2017,Southeast Finland,Gherkin,8,..,..,..,..,9,8738
2017,Southeast Finland,Pumpkin,5,..,..,..,..,92,6657
2017,Southeast Finland,Courgette,5,..,..,..,..,19,3549
2017,Southeast Finland,Lettuces,4,..,..,..,..,69,8255
2017,Southeast Finland,Celery,2,..,..,..,..,..,..
2017,Southeast Finland,Spinach,..,..,..,..,..,..,..
2017,Southeast Finland,Rhubarb,1,..,..,..,..,..,..
2017,Southeast Finland,Dill,14,..,..,..,..,1,1656
2017,Southeast Finland,Parsley,3,..,..,..,..,0,1438
2017,Southeast Finland,Garlic,4,..,..,..,..,2,4823
2017,Southeast Finland,Sweet corn,1,..,..,..,..,..,..
2017,Southeast Finland,Asparagus,1,..,..,..,..,..,..
2017,Southeast Finland,Strawberry,61,..,..,229,..,701,3061
2017,Southeast Finland,Black and green currant,28,..,..,95,..,30,317
2017,Southeast Finland,Red currant,8,..,..,10,..,11,1152
2017,Southeast Finland,White currant,2,..,..,..,..,..,..
2017,Southeast Finland,Raspberry,27,..,..,19,..,31,1665
2017,Southeast Finland,Gooseberry,5,..,..,1,..,1,1243
2017,Southeast Finland,Highbush blueberry,12,..,..,5,..,4,891
2017,Southeast Finland,Sea buckthorn,12,..,..,3,..,3,1001
2017,Southeast Finland,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
2017,Southeast Finland,Apple,20,..,..,18,..,58,3148
2017,South Savo,Garden pea,44,..,..,..,..,67,1312
2017,South Savo,Bean,1,..,..,..,..,..,..
2017,South Savo,White cabbage,18,..,..,..,..,1112,21271
2017,South Savo,Savoy cabbage,..,..,..,..,..,..,..
2017,South Savo,Red cabbage,3,..,..,..,..,53,15706
2017,South Savo,Cauliflover,12,..,..,..,..,287,9496
2017,South Savo,Brussels sprout,1,..,..,..,..,..,..
2017,South Savo,Sprouting broccoli,7,..,..,..,..,400,6396
2017,South Savo,Kohlrabi,1,..,..,..,..,..,..
2017,South Savo,Chinese cabbage,12,..,..,..,..,1110,14074
2017,South Savo,Carrot,22,..,..,..,..,3539,33268
2017,South Savo,Red beet,8,..,..,..,..,163,15762
2017,South Savo,Swede,10,..,..,..,..,610,28480
2017,South Savo,Turnip,4,..,..,..,..,2,6136
2017,South Savo,Celeriac,..,..,..,..,..,..,..
2017,South Savo,Parsnip,4,..,..,..,..,42,10191
2017,South Savo,Leek,2,..,..,..,..,..,..
2017,South Savo,Gherkin,8,..,..,..,..,5,5606
2017,South Savo,Pumpkin,1,..,..,..,..,..,..
2017,South Savo,Courgette,9,..,..,..,..,49,19067
2017,South Savo,Lettuces,15,..,..,..,..,1141,8420
2017,South Savo,Celery,3,..,..,..,..,49,11798
2017,South Savo,Spinach,..,..,..,..,..,..,..
2017,South Savo,Rhubarb,3,..,..,..,..,1,5000
2017,South Savo,Dill,8,..,..,..,..,2,2845
2017,South Savo,Parsley,3,..,..,..,..,0,285
2017,South Savo,Garlic,9,..,..,..,..,4,2123
2017,South Savo,Sweet corn,5,..,..,..,..,0,447
2017,South Savo,Asparagus,..,..,..,..,..,..,..
2017,South Savo,Strawberry,115,..,..,312,..,1240,3972
2017,South Savo,Black and green currant,67,..,..,158,..,220,1391
2017,South Savo,Red currant,34,..,..,46,..,97,2115
2017,South Savo,White currant,7,..,..,15,..,8,537
2017,South Savo,Raspberry,72,..,..,81,..,177,2184
2017,South Savo,Gooseberry,6,..,..,1,..,5,3195
2017,South Savo,Highbush blueberry,24,..,..,12,..,23,1904
2017,South Savo,Sea buckthorn,14,..,..,6,..,7,1268
2017,South Savo,Chokeberry (Aronia spp.),4,..,..,0,..,1,1344
2017,South Savo,Apple,34,..,6,23,..,55,2384
2017,North Savo,Garden pea,37,..,..,..,..,28,574
2017,North Savo,Bean,..,..,..,..,..,..,..
2017,North Savo,White cabbage,2,..,..,..,..,..,..
2017,North Savo,Savoy cabbage,..,..,..,..,..,..,..
2017,North Savo,Red cabbage,..,..,..,..,..,..,..
2017,North Savo,Cauliflover,4,..,..,..,..,117,6497
2017,North Savo,Brussels sprout,..,..,..,..,..,..,..
2017,North Savo,Sprouting broccoli,2,..,..,..,..,..,..
2017,North Savo,Kohlrabi,..,..,..,..,..,..,..
2017,North Savo,Chinese cabbage,..,..,..,..,..,..,..
2017,North Savo,Carrot,10,..,..,..,..,285,25354
2017,North Savo,Red beet,4,..,..,..,..,8,3124
2017,North Savo,Swede,7,..,..,..,..,45,4162
2017,North Savo,Turnip,4,..,..,..,..,1,1653
2017,North Savo,Celeriac,..,..,..,..,..,..,..
2017,North Savo,Parsnip,2,..,..,..,..,..,..
2017,North Savo,Leek,..,..,..,..,..,..,..
2017,North Savo,Gherkin,..,..,..,..,..,..,..
2017,North Savo,Pumpkin,..,..,..,..,..,..,..
2017,North Savo,Courgette,1,..,..,..,..,..,..
2017,North Savo,Lettuces,2,..,..,..,..,..,..
2017,North Savo,Celery,..,..,..,..,..,..,..
2017,North Savo,Spinach,..,..,..,..,..,..,..
2017,North Savo,Rhubarb,3,..,..,..,..,1,5536
2017,North Savo,Dill,2,..,..,..,..,..,..
2017,North Savo,Parsley,..,..,..,..,..,..,..
2017,North Savo,Garlic,2,..,..,..,..,..,..
2017,North Savo,Sweet corn,..,..,..,..,..,..,..
2017,North Savo,Asparagus,1,..,..,..,..,..,..
2017,North Savo,Strawberry,196,..,..,877,..,3518,4010
2017,North Savo,Black and green currant,81,..,..,340,..,417,1225
2017,North Savo,Red currant,21,..,..,13,..,41,3117
2017,North Savo,White currant,2,..,..,..,..,..,..
2017,North Savo,Raspberry,101,..,..,111,..,364,3279
2017,North Savo,Gooseberry,7,..,..,2,..,2,1629
2017,North Savo,Highbush blueberry,21,..,..,7,..,10,1491
2017,North Savo,Sea buckthorn,11,..,..,2,..,1,524
2017,North Savo,Chokeberry (Aronia spp.),5,..,..,1,..,1,870
2017,North Savo,Apple,18,..,1,9,..,15,1702
2017,North Karelia,Garden pea,8,..,..,..,..,4,394
2017,North Karelia,Bean,1,..,..,..,..,..,..
2017,North Karelia,White cabbage,2,..,..,..,..,..,..
2017,North Karelia,Savoy cabbage,..,..,..,..,..,..,..
2017,North Karelia,Red cabbage,..,..,..,..,..,..,..
2017,North Karelia,Cauliflover,..,..,..,..,..,..,..
2017,North Karelia,Brussels sprout,..,..,..,..,..,..,..
2017,North Karelia,Sprouting broccoli,1,..,..,..,..,..,..
2017,North Karelia,Kohlrabi,1,..,..,..,..,..,..
2017,North Karelia,Chinese cabbage,1,..,..,..,..,..,..
2017,North Karelia,Carrot,7,..,..,..,..,69,7449
2017,North Karelia,Red beet,3,..,..,..,..,2,1483
2017,North Karelia,Swede,3,..,..,..,..,31,5327
2017,North Karelia,Turnip,3,..,..,..,..,5,1185
2017,North Karelia,Celeriac,1,..,..,..,..,..,..
2017,North Karelia,Parsnip,2,..,..,..,..,..,..
2017,North Karelia,Leek,1,..,..,..,..,..,..
2017,North Karelia,Gherkin,1,..,..,..,..,..,..
2017,North Karelia,Pumpkin,..,..,..,..,..,..,..
2017,North Karelia,Courgette,..,..,..,..,..,..,..
2017,North Karelia,Lettuces,..,..,..,..,..,..,..
2017,North Karelia,Celery,..,..,..,..,..,..,..
2017,North Karelia,Spinach,..,..,..,..,..,..,..
2017,North Karelia,Rhubarb,3,..,..,..,..,11,11609
2017,North Karelia,Dill,1,..,..,..,..,..,..
2017,North Karelia,Parsley,2,..,..,..,..,..,..
2017,North Karelia,Garlic,3,..,..,..,..,1,1200
2017,North Karelia,Sweet corn,..,..,..,..,..,..,..
2017,North Karelia,Asparagus,1,..,..,..,..,..,..
2017,North Karelia,Strawberry,72,..,..,288,..,1123,3899
2017,North Karelia,Black and green currant,74,..,..,391,..,275,703
2017,North Karelia,Red currant,34,..,..,52,..,99,1881
2017,North Karelia,White currant,6,..,..,1,..,1,396
2017,North Karelia,Raspberry,36,..,..,28,..,38,1354
2017,North Karelia,Gooseberry,16,..,..,16,..,22,1323
2017,North Karelia,Highbush blueberry,6,..,..,3,..,1,222
2017,North Karelia,Sea buckthorn,15,..,..,5,..,3,692
2017,North Karelia,Chokeberry (Aronia spp.),5,..,..,1,..,1,2288
2017,North Karelia,Apple,16,..,1,5,..,10,2104
2017,Central Finland,Garden pea,23,..,..,..,..,12,686
2017,Central Finland,Bean,..,..,..,..,..,..,..
2017,Central Finland,White cabbage,3,..,..,..,..,350,40097
2017,Central Finland,Savoy cabbage,..,..,..,..,..,..,..
2017,Central Finland,Red cabbage,1,..,..,..,..,..,..
2017,Central Finland,Cauliflover,2,..,..,..,..,..,..
2017,Central Finland,Brussels sprout,..,..,..,..,..,..,..
2017,Central Finland,Sprouting broccoli,3,..,..,..,..,6,6790
2017,Central Finland,Kohlrabi,1,..,..,..,..,..,..
2017,Central Finland,Chinese cabbage,1,..,..,..,..,..,..
2017,Central Finland,Carrot,14,..,..,..,..,165,15891
2017,Central Finland,Red beet,5,..,..,..,..,2,1741
2017,Central Finland,Swede,3,..,..,..,..,1,635
2017,Central Finland,Turnip,1,..,..,..,..,..,..
2017,Central Finland,Celeriac,..,..,..,..,..,..,..
2017,Central Finland,Parsnip,1,..,..,..,..,..,..
2017,Central Finland,Leek,..,..,..,..,..,..,..
2017,Central Finland,Gherkin,3,..,..,..,..,1,1447
2017,Central Finland,Pumpkin,1,..,..,..,..,..,..
2017,Central Finland,Courgette,2,..,..,..,..,..,..
2017,Central Finland,Lettuces,1,..,..,..,..,..,..
2017,Central Finland,Celery,..,..,..,..,..,..,..
2017,Central Finland,Spinach,..,..,..,..,..,..,..
2017,Central Finland,Rhubarb,..,..,..,..,..,..,..
2017,Central Finland,Dill,4,..,..,..,..,2,2622
2017,Central Finland,Parsley,..,..,..,..,..,..,..
2017,Central Finland,Garlic,1,..,..,..,..,..,..
2017,Central Finland,Sweet corn,..,..,..,..,..,..,..
2017,Central Finland,Asparagus,..,..,..,..,..,..,..
2017,Central Finland,Strawberry,73,..,..,94,..,242,2567
2017,Central Finland,Black and green currant,43,..,..,115,..,196,1700
2017,Central Finland,Red currant,15,..,..,16,..,71,4320
2017,Central Finland,White currant,9,..,..,19,..,63,3316
2017,Central Finland,Raspberry,31,..,..,14,..,11,789
2017,Central Finland,Gooseberry,2,..,..,..,..,..,..
2017,Central Finland,Highbush blueberry,16,..,..,8,..,4,456
2017,Central Finland,Sea buckthorn,8,..,..,1,..,1,964
2017,Central Finland,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
2017,Central Finland,Apple,21,..,2,11,..,23,1990
2017,South Ostrobothnia,Garden pea,24,..,..,..,..,155,1058
2017,South Ostrobothnia,Bean,..,..,..,..,..,..,..
2017,South Ostrobothnia,White cabbage,1,..,..,..,..,..,..
2017,South Ostrobothnia,Savoy cabbage,..,..,..,..,..,..,..
2017,South Ostrobothnia,Red cabbage,..,..,..,..,..,..,..
2017,South Ostrobothnia,Cauliflover,1,..,..,..,..,..,..
2017,South Ostrobothnia,Brussels sprout,..,..,..,..,..,..,..
2017,South Ostrobothnia,Sprouting broccoli,1,..,..,..,..,..,..
2017,South Ostrobothnia,Kohlrabi,..,..,..,..,..,..,..
2017,South Ostrobothnia,Chinese cabbage,..,..,..,..,..,..,..
2017,South Ostrobothnia,Carrot,15,..,..,..,..,2170,42693
2017,South Ostrobothnia,Red beet,5,..,..,..,..,10,6185
2017,South Ostrobothnia,Swede,15,..,..,..,..,384,8956
2017,South Ostrobothnia,Turnip,47,..,..,..,..,264,750
2017,South Ostrobothnia,Celeriac,..,..,..,..,..,..,..
2017,South Ostrobothnia,Parsnip,3,..,..,..,..,10,13481
2017,South Ostrobothnia,Leek,..,..,..,..,..,..,..
2017,South Ostrobothnia,Gherkin,..,..,..,..,..,..,..
2017,South Ostrobothnia,Pumpkin,1,..,..,..,..,..,..
2017,South Ostrobothnia,Courgette,..,..,..,..,..,..,..
2017,South Ostrobothnia,Lettuces,..,..,..,..,..,..,..
2017,South Ostrobothnia,Celery,..,..,..,..,..,..,..
2017,South Ostrobothnia,Spinach,..,..,..,..,..,..,..
2017,South Ostrobothnia,Rhubarb,1,..,..,..,..,..,..
2017,South Ostrobothnia,Dill,2,..,..,..,..,..,..
2017,South Ostrobothnia,Parsley,..,..,..,..,..,..,..
2017,South Ostrobothnia,Garlic,4,..,..,..,..,1,512
2017,South Ostrobothnia,Sweet corn,1,..,..,..,..,..,..
2017,South Ostrobothnia,Asparagus,..,..,..,..,..,..,..
2017,South Ostrobothnia,Strawberry,43,..,..,91,..,281,3084
2017,South Ostrobothnia,Black and green currant,28,..,..,20,..,26,1302
2017,South Ostrobothnia,Red currant,1,..,..,..,..,..,..
2017,South Ostrobothnia,White currant,1,..,..,..,..,..,..
2017,South Ostrobothnia,Raspberry,21,..,..,10,..,21,2056
2017,South Ostrobothnia,Gooseberry,..,..,..,..,..,..,..
2017,South Ostrobothnia,Highbush blueberry,4,..,..,3,..,3,1070
2017,South Ostrobothnia,Sea buckthorn,34,..,..,56,..,33,586
2017,South Ostrobothnia,Chokeberry (Aronia spp.),3,..,..,1,..,0,137
2017,South Ostrobothnia,Apple,4,..,..,3,..,0,7
2017,Ostrobothnia,Garden pea,20,..,..,..,..,51,1187
2017,Ostrobothnia,Bean,2,..,..,..,..,..,..
2017,Ostrobothnia,White cabbage,25,..,..,..,..,9997,59413
2017,Ostrobothnia,Savoy cabbage,..,..,..,..,..,..,..
2017,Ostrobothnia,Red cabbage,9,..,..,..,..,471,48307
2017,Ostrobothnia,Cauliflover,9,..,..,..,..,262,13926
2017,Ostrobothnia,Brussels sprout,2,..,..,..,..,..,..
2017,Ostrobothnia,Sprouting broccoli,5,..,..,..,..,50,3699
2017,Ostrobothnia,Kohlrabi,1,..,..,..,..,..,..
2017,Ostrobothnia,Chinese cabbage,7,..,..,..,..,171,22192
2017,Ostrobothnia,Carrot,19,..,..,..,..,3048,35476
2017,Ostrobothnia,Red beet,11,..,..,..,..,28,9236
2017,Ostrobothnia,Swede,12,..,..,..,..,36,4150
2017,Ostrobothnia,Turnip,70,..,..,..,..,338,753
2017,Ostrobothnia,Celeriac,1,..,..,..,..,..,..
2017,Ostrobothnia,Parsnip,7,..,..,..,..,51,9441
2017,Ostrobothnia,Leek,1,..,..,..,..,..,..
2017,Ostrobothnia,Gherkin,..,..,..,..,..,..,..
2017,Ostrobothnia,Pumpkin,3,..,..,..,..,1,891
2017,Ostrobothnia,Courgette,3,..,..,..,..,2,5500
2017,Ostrobothnia,Lettuces,8,..,..,..,..,625,17466
2017,Ostrobothnia,Celery,1,..,..,..,..,..,..
2017,Ostrobothnia,Spinach,..,..,..,..,..,..,..
2017,Ostrobothnia,Rhubarb,2,..,..,..,..,..,..
2017,Ostrobothnia,Dill,2,..,..,..,..,..,..
2017,Ostrobothnia,Parsley,..,..,..,..,..,..,..
2017,Ostrobothnia,Garlic,1,..,..,..,..,..,..
2017,Ostrobothnia,Sweet corn,1,..,..,..,..,..,..
2017,Ostrobothnia,Asparagus,2,..,..,..,..,..,..
